순위,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
1,정수빈,두산,중견수,26,25,219,0,0,51,1,0,1.0,0,0,0,-
2,박해민,LG,중견수,25,24,208,0,0,72,2,1,1.0,0,0,0,-
2,신민재,LG,2루수,25,22,202,1,0,37,71,13,0.991,0,0,0,-
2,페라자,한화,우익수,25,25,211,2,0,41,3,0,0.957,0,0,0,-
2,박성한,SSG,유격수,25,25,211,4,0,38,61,15,0.961,0,0,0,-
2,에레디아,SSG,좌익수,25,25,210 1/3,1,0,47,0,0,0.979,0,0,0,-
2,최정,SSG,3루수,25,25,207,2,0,11,47,9,0.967,0,0,0,-
2,최지훈,SSG,중견수,25,24,213 1/3,1,0,70,2,0,0.986,0,0,0,-
2,김지찬,삼성,중견수,25,24,203 2/3,0,0,58,1,0,1.0,0,0,0,-
2,디아즈,삼성,1루수,25,25,217,1,0,204,24,21,0.996,0,0,0,-
2,류지혁,삼성,2루수,25,25,210,4,0,45,70,16,0.966,0,0,0,-
2,김주원,NC,유격수,25,25,211,3,0,35,69,14,0.972,0,0,0,-
2,이강민,KT,유격수,25,25,201,4,0,48,56,20,0.963,0,0,0,-
2,김도영,KIA,3루수,25,24,210 2/3,0,0,19,45,6,1.0,0,0,0,-
2,김호령,KIA,중견수,25,25,221,0,0,66,2,0,1.0,0,0,0,-
2,박찬호,두산,유격수,25,25,221,2,0,42,67,19,0.982,0,0,0,-
2,김건희,키움,포수,25,21,188,3,0,160,11,2,0.983,0,12,3,20.0
18,박동원,LG,포수,24,21,182,1,1,152,14,0,0.994,0,21,7,25.0
18,오지환,LG,유격수,24,22,191,4,0,37,56,13,0.959,0,0,0,-
18,채은성,한화,1루수,24,24,201 1/3,4,0,172,8,24,0.978,0,0,0,-
18,김형준,NC,포수,24,21,165 1/3,0,1,134,11,0,1.0,1,10,4,28.6
18,힐리어드,KT,좌익수,24,20,182,0,0,40,1,0,1.0,0,0,0,-
18,노진혁,롯데,1루수,24,23,189 1/3,2,0,154,18,11,0.989,0,0,0,-
24,문성주,LG,좌익수,23,20,174 1/3,1,0,48,1,0,0.98,0,0,0,-
24,오스틴,LG,1루수,23,23,198 2/3,1,0,164,12,16,0.994,0,0,0,-
24,문현빈,한화,좌익수,23,23,197,0,0,42,1,0,1.0,0,0,0,-
24,정준재,SSG,2루수,23,17,155 1/3,1,0,41,56,14,0.99,0,0,0,-
24,박민우,NC,2루수,23,23,181,1,0,44,54,12,0.99,0,0,0,-
24,김상수,KT,2루수,23,21,189,3,0,47,80,20,0.977,0,0,0,-
24,손성빈,롯데,포수,23,15,133,1,1,132,12,4,0.993,0,4,1,20.0
